24.11 	  2.54 	 0.18 	 -0.94 	 -6.40 	14.65 	  5.15 	 2.93 	  6.22
 2.44 	  2.98 	 0.22 	 -0.94 	 -6.33 	 7.34 	  3.85 	 2.81 	  5.19
48.77 	  8.02 	 0.22 	 -1.00 	 -6.31 	32.20 	  6.33 	17.53 	  6.06
13.18 	  9.96 	 0.22 	 -1.01 	 -5.25 	20.79 	  8.51 	16.20 	  7.31
-1.20 	  6.92 	 0.25 	 -1.10 	 -4.92 	 7.61 	  7.52 	10.69 	  7.13
-35.66 	  3.97 	 0.27 	 -1.22 	 -3.87 	-18.35 	  5.34 	-4.12 	  6.04
-20.56 	  7.63 	 0.33 	 -1.25 	 -4.27 	-19.65 	  6.70 	-9.36 	  6.54
-1.26 	  3.26 	 0.28 	 -1.19 	 -4.27 	-8.63 	  4.66 	-6.83 	  5.53
-29.74 	  2.73 	 0.27 	 -1.17 	 -4.26 	-21.30 	  3.51 	-14.20 	  4.65
-16.28 	  4.55 	 0.22 	 -1.12 	 -4.97 	-18.31 	  4.15 	-14.95 	  4.65
-14.93 	 10.57 	 0.25 	 -1.08 	 -4.93 	-16.27 	  8.02 	-14.98 	  6.58
 2.30 	 10.37 	 0.22 	 -1.12 	 -6.13 	-5.14 	  9.42 	-9.51 	  7.78
40.79 	 -11.63 	 0.28 	 -1.17 	 -7.35 	22.44 	 -3.24 	 6.65 	  1.52
-1.57 	  8.91 	 0.34 	 -1.19 	 -7.31 	 8.06 	  4.05 	 4.08 	  3.87
45.53 	  6.34 	 0.41 	 -1.23 	 -7.33 	30.56 	  5.41 	17.46 	  4.64
13.03 	  6.23 	 0.47 	 -1.22 	 -6.28 	20.07 	  5.90 	16.15 	  5.15
 0.25 	  4.28 	 0.49 	 -1.26 	 -6.28 	 8.19 	  4.92 	11.13 	  4.85
-23.32 	  4.83 	 0.52 	 -1.33 	 -5.56 	-10.71 	  4.84 	 0.12 	  4.79
-24.92 	  7.31 	 0.52 	 -1.37 	 -5.94 	-19.23 	  6.30 	-7.92 	  5.58
 0.25 	  4.32 	 0.54 	 -1.39 	 -5.90 	-7.53 	  5.11 	-5.31 	  5.17
-46.38 	 -1.54 	 0.53 	 -0.99 	 -5.86 	-30.84 	  1.28 	-18.54 	  3.28
-15.45 	  4.26 	 0.40 	 -0.99 	 -6.73 	-21.66 	  3.07 	-17.72 	  3.59
-10.26 	 10.76 	 0.40 	 -1.00 	 -7.00 	-14.82 	  7.68 	-15.39 	  5.88
13.10 	  0.85 	 0.40 	 -1.03 	 -8.23 	 1.93 	  3.57 	-6.24 	  4.24
23.74 	  9.72 	 0.44 	 -1.08 	 -8.27 	15.03 	  7.24 	 3.44 	  5.97
-0.73 	  4.89 	 0.44 	 -1.08 	 -8.23 	 5.57 	  5.83 	 2.12 	  5.63
30.59 	  9.59 	 0.46 	 -1.14 	 -8.33 	20.59 	  8.06 	11.32 	  6.87
 5.06 	  4.30 	 0.50 	 -1.16 	 -7.98 	11.29 	  5.79 	 9.39 	  6.03
 0.25 	  1.25 	 0.52 	 -1.16 	 -7.98 	 4.67 	  3.07 	 6.52 	  4.50
-23.66 	  2.79 	 0.52 	 -1.21 	 -7.91 	-12.32 	  2.88 	-3.16 	  3.92
-26.46 	  5.84 	 0.56 	 -1.29 	 -8.06 	-20.79 	  4.62 	-10.66 	  4.48
 0.00 	  4.93 	 0.49 	 -1.29 	 -8.08 	-8.35 	  4.81 	-7.33 	  4.62
-50.30 	 -1.56 	 0.49 	 -1.29 	 -8.16 	-33.52 	  0.98 	-21.21 	  2.63
-7.95 	  2.50 	 0.38 	 -1.29 	 -9.58 	-18.22 	  1.89 	-17.12 	  2.57
-1.26 	  5.76 	 0.41 	 -1.30 	 -9.89 	-8.03 	  4.21 	-12.07 	  3.58
16.46 	  5.45 	 0.78 	 -1.34 	 -11.09 	 6.81 	  4.94 	-2.67 	  4.15
 7.25 	  8.97 	 0.77 	 -1.38 	 -11.22 	 7.07 	  7.34 	 0.52 	  5.68
-0.25 	  5.66 	 0.79 	 -0.98 	 -11.18 	 2.69 	  6.49 	 0.30 	  5.95
34.79 	  5.31 	 0.79 	 -1.10 	 -11.16 	21.95 	  5.73 	11.44 	  5.67
14.10 	  5.04 	 0.84 	 -1.16 	 -10.77 	17.25 	  5.29 	12.40 	  5.43
-16.38 	  1.01 	 0.84 	 -1.24 	 -10.06 	-2.92 	  2.69 	 3.20 	  3.95
-27.64 	  0.74 	 0.84 	 -1.30 	 -9.99 	-17.75 	  1.49 	-6.72 	  2.87
-26.77 	  1.55 	 0.86 	 -1.28 	 -10.61 	-23.15 	  1.54 	-13.21 	  2.45
-11.98 	 -1.74 	 0.93 	 -1.29 	 -10.59 	-16.42 	 -0.43 	-12.84 	  1.07
-25.13 	  5.56 	 0.81 	 -1.27 	 -10.57 	-21.69 	  3.17 	-16.95 	  2.52
 0.76 	  3.80 	 0.71 	 -1.25 	 -10.55 	-8.26 	  3.56 	-11.40 	  2.93
-8.09 	  7.09 	 0.70 	 -1.27 	 -9.86 	-8.17 	  5.67 	-10.40 	  4.25
15.70 	  9.68 	 0.68 	 -1.29 	 -10.92 	 6.15 	  8.07 	-2.03 	  5.99
30.08 	  3.88 	 0.71 	 -1.35 	 -11.41 	20.52 	  5.53 	 8.35 	  5.27
17.85 	  7.48 	 0.75 	 -1.39 	 -11.43 	18.93 	  6.69 	11.52 	  5.97
23.26 	  6.20 	 0.75 	 -1.43 	 -11.42 	21.53 	  6.38 	15.40 	  6.03
 6.42 	  1.98 	 0.79 	 -1.51 	 -11.09 	12.48 	  3.71 	12.64 	  4.68
-13.27 	  1.25 	 0.81 	 -1.55 	 -10.03 	-2.96 	  2.22 	 4.38 	  3.55
-15.30 	  1.28 	 0.82 	 -1.58 	 -9.32 	-10.36 	  1.65 	-1.94 	  2.79
-27.84 	  9.10 	 0.86 	 -1.65 	 -9.28 	-20.83 	  6.09 	-10.29 	  4.77
-1.51 	  3.53 	 0.92 	 -1.67 	 -9.24 	-9.22 	  4.54 	-7.47 	  4.36
-23.44 	  8.80 	 0.81 	 -1.65 	 -9.24 	-17.79 	  7.11 	-12.75 	  5.81
10.24 	  8.52 	 0.82 	 -1.63 	 -9.93 	-0.97 	  7.96 	-5.39 	  6.71
 7.31 	  6.06 	 0.84 	 -1.69 	 -10.71 	 4.01 	  6.80 	-1.30 	  6.48
41.05 	  0.69 	 0.84 	 -1.65 	 -12.18 	26.24 	  3.15 	12.40 	  4.65
 1.55 	  2.06 	 0.84 	 -1.65 	 -12.14 	11.42 	  2.50 	 8.99 	  3.82
32.38 	  8.23 	 0.86 	 -1.73 	 -12.12 	24.00 	  5.91 	16.64 	  5.19
28.86 	  5.33 	 0.90 	 -1.78 	 -11.45 	26.93 	  5.54 	20.75 	  5.21
-5.58 	  6.59 	 0.90 	 -1.84 	 -11.12 	 7.42 	  6.15 	12.38 	  5.62
-21.10 	  4.26 	 0.97 	 -1.84 	 -10.06 	-9.67 	  5.02 	 1.67 	  5.19
-26.27 	  3.47 	 0.99 	 -1.48 	 -10.16 	-19.62 	  4.23 	-7.34 	  4.88
-0.24 	  5.69 	 1.04 	 -1.49 	 -10.12 	-7.97 	  5.10 	-5.07 	  5.14
-39.97 	 -0.24 	 0.96 	 -1.43 	 -9.74 	-27.20 	  1.92 	-16.45 	  3.45
-10.87 	  2.81 	 0.75 	 -1.44 	 -10.46 	-17.48 	  2.45 	-14.90 	  3.22
-7.56 	 11.02 	 0.75 	 -1.46 	 -10.13 	-11.53 	  7.58 	-12.63 	  5.72
23.76 	  9.22 	 0.75 	 -1.48 	 -11.42 	 9.64 	  8.56 	-0.94 	  6.85
35.69 	 -7.24 	 0.78 	 -1.58 	 -11.94 	25.28 	 -0.96 	10.94 	  2.24
12.56 	  4.68 	 0.78 	 -1.58 	 -11.88 	17.65 	  2.42 	11.55 	  3.01
41.55 	  1.30 	 0.80 	 -1.71 	 -11.88 	32.00 	  1.70 	21.38 	  2.36
 0.48 	  6.98 	 0.86 	 -1.73 	 -11.15 	13.12 	  4.86 	14.82 	  3.83
-12.77 	  6.59 	 0.89 	 -1.79 	 -10.10 	-2.41 	  5.87 	 6.00 	  4.68
-34.31 	  6.49 	 0.93 	 -1.87 	 -9.74 	-21.53 	  6.21 	-7.00 	  5.22
-1.21 	  5.81 	 0.81 	 -1.80 	 -10.05 	-9.39 	  5.99 	-5.26 	  5.46
-38.27 	 -8.10 	 0.85 	 -1.86 	 -10.33 	-26.70 	 -2.48 	-15.97 	  1.04
-12.90 	  3.28 	 0.79 	 -2.49 	 -11.20 	-18.45 	  0.72 	-15.14 	  1.32
 3.56 	  6.84 	 0.79 	 -2.44 	 -11.15 	-5.24 	  4.41 	-9.20 	  3.12
 4.91 	 12.01 	 0.78 	 -2.50 	 -11.28 	 0.85 	  8.95 	-4.70 	  5.96
41.09 	  0.95 	 0.72 	 -2.43 	 -13.53 	24.96 	  4.17 	10.07 	  4.40
-3.83 	  3.58 	 0.76 	 -2.45 	 -13.49 	 7.70 	  3.81 	 5.68 	  4.13
32.14 	  7.79 	 0.76 	 -2.48 	 -13.48 	22.36 	  6.18 	14.31 	  5.30
23.36 	  4.42 	 0.78 	 -2.53 	 -13.44 	22.97 	  5.11 	17.38 	  5.00
-12.20 	  6.43 	 0.78 	 -2.59 	 -13.09 	 1.87 	  5.87 	 7.93 	  5.43
-22.77 	  1.53 	 0.81 	 -2.65 	 -12.36 	-12.90 	  3.25 	-1.94 	  4.14
-31.38 	  3.34 	 0.83 	 -2.69 	 -12.36 	-23.98 	  3.28 	-11.48 	  3.86
-4.03 	  5.04 	 0.83 	 -2.74 	 -12.32 	-12.01 	  4.32 	-9.16 	  4.21
-36.54 	  5.61 	 0.74 	 -2.70 	 -12.35 	-26.76 	  5.11 	-18.18 	  4.70
11.12 	  4.00 	 0.73 	 -2.70 	 -12.78 	-4.04 	  4.44 	-8.83 	  4.48
-8.73 	  7.99 	 0.75 	 -2.75 	 -12.41 	-6.84 	  6.55 	-8.85 	  5.60
 9.46 	  9.18 	 0.73 	 -2.76 	 -13.53 	 2.93 	  8.12 	-2.99 	  6.77
29.94 	  5.53 	 0.73 	 -2.80 	 -13.82 	19.14 	  6.55 	 7.68 	  6.37
32.75 	 19.41 	 0.76 	 -2.81 	 -14.46 	27.31 	 14.26 	15.90 	 10.62
28.22 	 -1.58 	 0.82 	 -2.89 	 -14.69 	27.88 	  4.73 	20.08 	  6.67
 1.22 	  1.71 	 0.82 	 -2.82 	 -14.65 	11.89 	  2.95 	14.14 	  5.13
-22.77 	  3.07 	 0.84 	 -2.88 	 -14.58 	-8.89 	  3.00 	 2.30 	  4.44
-36.63 	  5.71 	 0.89 	 -2.90 	 -14.58 	-25.52 	  4.62 	-10.28 	  4.85
-21.59 	 -4.23 	 0.91 	 -2.91 	 -14.60 	-23.15 	 -0.70 	-14.02 	  1.90
-24.74 	  2.74 	 0.83 	 -2.89 	 -15.02 	-24.14 	  1.37 	-17.68 	  2.17
-2.25 	  4.74 	 0.77 	 -2.89 	 -14.65 	-11.03 	  3.40 	-12.86 	  3.00
-7.61 	  8.90 	 0.79 	 -2.97 	 -14.32 	-8.97 	  6.67 	-11.25 	  4.85
27.50 	  2.07 	 0.78 	 -2.95 	 -15.14 	12.91 	  3.92 	 1.24 	  3.98
 6.87 	 11.58 	 0.80 	 -2.97 	 -15.12 	 9.29 	  8.50 	 3.10 	  6.43
 2.34 	  4.68 	 0.83 	 -2.97 	 -15.10 	 5.13 	  6.21 	 2.90 	  5.89
29.77 	  1.00 	 0.89 	 -3.02 	 -15.11 	19.94 	  3.06 	11.70 	  4.29
 5.71 	  1.00 	 0.96 	 -3.04 	 -14.72 	11.43 	  1.81 	 9.91 	  3.21
-10.48 	  6.28 	 0.98 	 -3.13 	 -13.70 	-1.71 	  4.46 	 3.39 	  4.15
-23.11 	  4.07 	 1.04 	 -3.14 	 -13.34 	-14.52 	  4.22 	-5.14 	  4.12
-23.47 	  6.75 	 1.04 	 -3.17 	 -13.45 	-19.89 	  5.73 	-11.13 	  4.96
 0.00 	  4.51 	 1.09 	 -3.19 	 -13.39 	-7.94 	  4.99 	-7.58 	  4.82
-29.33 	  7.81 	 0.99 	 -3.17 	 -12.73 	-20.82 	  6.69 	-14.78 	  5.81
 6.42 	  5.69 	 0.94 	 -3.17 	 -12.70 	-4.49 	  6.09 	-8.05 	  5.79
 1.51 	  4.01 	 0.99 	 -3.26 	 -12.95 	-0.87 	  4.81 	-4.98 	  5.17
43.12 	 -0.49 	 0.96 	 -3.20 	 -13.92 	25.51 	  1.66 	10.62 	  3.39
20.56 	  8.69 	 0.98 	 -3.20 	 -13.89 	22.55 	  5.87 	13.97 	  5.11
35.08 	  4.83 	 0.99 	 -3.20 	 -13.87 	30.07 	  5.24 	20.97 	  5.03
12.81 	  4.91 	 1.03 	 -3.33 	 -13.52 	19.73 	  4.99 	18.54 	  4.92
 9.09 	  3.05 	 1.09 	 -3.37 	 -13.64 	13.37 	  3.81 	15.68 	  4.30
-2.08 	  4.68 	 1.12 	 -3.44 	 -13.29 	 4.11 	  4.30 	10.06 	  4.38
-15.04 	  3.28 	 1.16 	 -3.43 	 -12.62 	-7.36 	  3.69 	 2.02 	  4.04
-21.80 	  5.58 	 1.11 	 -3.45 	 -13.10 	-16.05 	  4.82 	-5.74 	  4.53
 0.25 	  4.55 	 1.13 	 -3.45 	 -13.08 	-6.26 	  4.66 	-3.84 	  4.55
-38.63 	  5.24 	 1.11 	 -3.43 	 -12.70 	-25.69 	  5.02 	-15.19 	  4.80
-1.81 	  3.09 	 0.98 	 -3.44 	 -13.56 	-11.41 	  3.86 	-11.08 	  4.25
 1.00 	  9.67 	 1.02 	 -3.48 	 -13.75 	-3.95 	  7.33 	-7.22 	  5.99
16.54 	  3.75 	 1.03 	 -3.49 	 -14.79 	 8.35 	  5.17 	 0.43 	  5.28
23.51 	  7.41 	 1.07 	 -3.51 	 -14.83 	17.46 	  6.51 	 7.96 	  5.97
35.87 	  0.51 	 1.06 	 -3.51 	 -14.81 	28.51 	  2.91 	17.11 	  4.22
 5.08 	  6.84 	 1.13 	 -3.61 	 -14.43 	14.48 	  5.23 	13.40 	  5.01
-4.81 	  6.31 	 1.13 	 -3.65 	 -14.41 	 2.91 	  5.86 	 7.60 	  5.42
-13.44 	  5.31 	 1.17 	 -3.68 	 -14.74 	-6.88 	  5.52 	 0.86 	  5.39
-8.06 	  2.03 	 1.23 	 -3.70 	 -14.97 	-7.56 	  3.41 	-2.00 	  4.30
-0.25 	  4.07 	 1.28 	 -3.74 	 -14.95 	-3.16 	  3.79 	-1.43 	  4.20
 0.51 	  4.81 	 1.34 	 -3.76 	 -14.90 	-0.94 	  4.39 	-0.78 	  4.40
 0.50 	  4.53 	 1.36 	 -3.77 	 -14.86 	-0.06 	  4.47 	-0.36 	  4.44
 0.51 	  4.55 	 1.38 	 -3.77 	 -14.80 	 0.29 	  4.52 	-0.07 	  4.48
 0.50 	  4.53 	 1.40 	 -3.79 	 -14.75 	 0.43 	  4.52 	 0.12 	  4.50
 0.50 	  4.49 	 1.45 	 -3.82 	 -14.71 	 0.49 	  4.49 	 0.27 	  4.49
 0.50 	  4.53 	 1.49 	 -3.85 	 -14.67 	 0.51 	  4.51 	 0.37 	  4.50
 0.25 	  4.81 	 1.51 	 -3.88 	 -14.62 	 0.37 	  4.67 	 0.34 	  4.59
 0.76 	  4.55 	 1.55 	 -3.89 	 -14.58 	 0.62 	  4.59 	 0.50 	  4.58
 0.51 	  4.55 	 1.57 	 -3.89 	 -14.54 	 0.56 	  4.57 	 0.51 	  4.58
 0.25 	  4.30 	 1.59 	 -3.90 	 -14.49 	 0.39 	  4.41 	 0.44 	  4.50
 0.25 	  3.98 	 1.64 	 -3.93 	 -14.45 	 0.32 	  4.14 	 0.40 	  4.32
 0.25 	  3.76 	 1.66 	 -3.95 	 -14.41 	 0.29 	  3.90 	 0.36 	  4.13
 0.51 	  4.30 	 1.68 	 -3.96 	 -14.37 	 0.43 	  4.14 	 0.42 	  4.19
 0.50 	  4.49 	 1.70 	 -3.98 	 -14.32 	 0.48 	  4.34 	 0.45 	  4.28
 0.51 	  4.55 	 1.72 	 -3.99 	 -14.28 	 0.51 	  4.46 	 0.48 	  4.37
 0.25 	  4.26 	 1.77 	 -4.01 	 -14.23 	 0.37 	  4.34 	 0.43 	  4.34
 0.50 	  4.28 	 1.79 	 -4.03 	 -14.19 	 0.46 	  4.30 	 0.46 	  4.31
 0.51 	  4.30 	 1.82 	 -4.04 	 -14.15 	 0.50 	  4.30 	 0.49 	  4.31
 0.50 	  4.28 	 1.84 	 -4.06 	 -14.13 	 0.51 	  4.28 	 0.50 	  4.30
 0.51 	  4.55 	 1.86 	 -4.08 	 -14.08 	 0.52 	  4.44 	 0.51 	  4.38
 0.75 	  4.76 	 1.89 	 -4.10 	 -14.04 	 0.67 	  4.63 	 0.60 	  4.50
 0.50 	  4.99 	 1.91 	 -4.12 	 -14.00 	 0.58 	  4.84 	 0.58 	  4.66
 0.50 	  4.74 	 1.95 	 -4.15 	 -13.96 	 0.55 	  4.77 	 0.58 	  4.68
 1.01 	  4.53 	 1.97 	 -4.16 	 -13.91 	 0.83 	  4.62 	 0.73 	  4.64
-8.20 	  4.25 	 2.04 	 -4.18 	 -13.89 	-4.56 	  4.39 	-2.14 	  4.51
-1.77 	  4.81 	 2.06 	 -4.19 	 -13.89 	-2.88 	  4.63 	-2.04 	  4.61
-41.79 	 10.28 	 2.12 	 -4.20 	 -13.54 	-26.20 	  8.02 	-14.95 	  6.46
-13.56 	 11.65 	 2.09 	 -4.86 	 -14.07 	-18.63 	  9.93 	-14.68 	  7.73
22.97 	 -3.53 	 2.05 	 -4.86 	 -14.08 	 6.32 	  1.85 	-2.60 	  4.12
22.11 	  4.09 	 2.05 	 -4.88 	 -13.72 	15.79 	  3.18 	 5.40 	  4.10
28.15 	  4.51 	 2.08 	 -4.89 	 -13.72 	23.22 	  3.98 	12.86 	  4.25
20.13 	  3.37 	 2.12 	 -4.99 	 -13.33 	21.38 	  3.57 	15.37 	  3.90
 0.76 	  6.84 	 2.18 	 -5.00 	 -12.99 	 9.04 	  5.53 	10.80 	  4.87
-17.58 	  1.30 	 2.21 	 -5.07 	 -12.60 	-6.92 	  2.96 	 1.68 	  3.68
-20.19 	  4.10 	 2.23 	 -5.09 	 -12.55 	-14.87 	  3.64 	-5.43 	  3.81
-15.81 	  5.74 	 2.25 	 -5.12 	 -12.74 	-15.42 	  4.89 	-8.86 	  4.43
-23.11 	 -13.57 	 2.29 	 -5.13 	 -12.83 	-20.02 	 -6.19 	-13.57 	 -1.42
-18.13 	  7.66 	 2.20 	 -5.14 	 -12.45 	-18.92 	  2.12 	-15.26 	  1.49
-9.30 	  6.06 	 2.11 	 -5.14 	 -11.74 	-13.18 	  4.48 	-13.53 	  2.96
16.35 	  8.84 	 2.11 	 -5.15 	 -12.11 	 4.54 	  7.09 	-3.95 	  4.87
43.30 	  1.27 	 2.13 	 -5.09 	 -12.90 	27.80 	  3.62 	11.40 	  3.77
 0.74 	  5.91 	 2.15 	 -5.74 	 -12.85 	11.57 	  4.73 	 8.05 	  4.03
31.49 	  1.81 	 2.17 	 -5.81 	 -12.46 	23.53 	  2.95 	15.77 	  3.28
23.84 	  1.53 	 2.22 	 -5.88 	 -11.77 	23.74 	  2.07 	18.57 	  2.67
-14.16 	  5.06 	 2.26 	 -5.95 	 -11.08 	 1.02 	  3.84 	 8.12 	  3.41
-25.48 	  5.87 	 2.30 	 -6.07 	 -11.13 	-14.87 	  5.01 	-2.72 	  4.15
-30.68 	  6.01 	 2.35 	 -6.07 	 -11.38 	-24.34 	  5.61 	-11.83 	  4.77
-1.25 	  3.50 	 2.37 	 -6.07 	 -11.36 	-10.48 	  4.34 	-8.50 	  4.39
-33.81 	  9.75 	 2.28 	 -6.05 	 -10.65 	-24.51 	  7.59 	-16.88 	  6.17
-1.77 	 11.99 	 2.19 	 -6.03 	 -10.84 	-10.91 	 10.24 	-12.20 	  8.12
 5.10 	 10.62 	 2.25 	 -6.17 	 -12.35 	-1.28 	 10.41 	-6.65 	  8.90
53.25 	 -6.04 	 2.21 	 -6.17 	 -14.19 	31.42 	  0.54 	12.74 	  4.10
 7.88 	  4.59 	 2.25 	 -6.20 	 -14.14 	17.31 	  2.96 	11.31 	  4.26
28.76 	  7.99 	 2.25 	 -6.24 	 -14.10 	24.18 	  5.96 	17.09 	  5.47
25.95 	  6.81 	 2.27 	 -6.33 	 -13.39 	25.26 	  6.44 	20.15 	  5.88
-11.31 	  6.84 	 2.28 	 -6.38 	 -13.35 	 3.32 	  6.66 	10.10 	  6.20
-12.99 	  5.94 	 2.32 	 -6.53 	 -13.28 	-6.45 	  6.17 	 2.70 	  6.05
-26.16 	  1.52 	 2.32 	 -6.60 	 -13.22 	-18.28 	  3.35 	-6.68 	  4.57
-0.50 	  3.72 	 2.31 	 -6.61 	 -13.16 	-7.61 	  3.56 	-4.75 	  4.31
-39.20 	  0.00 	 2.24 	 -6.57 	 -12.10 	-26.59 	  1.44 	-16.07 	  2.96
-21.54 	  3.08 	 2.12 	 -6.59 	 -12.94 	-23.61 	  2.42 	-18.10 	  2.99
-3.08 	  2.82 	 2.16 	 -6.55 	 -13.45 	-11.27 	  2.68 	-13.36 	  2.97
13.25 	 12.53 	 2.15 	 -6.59 	 -14.06 	 3.44 	  8.57 	-4.83 	  6.07
48.70 	  1.28 	 2.12 	 -6.59 	 -15.66 	30.59 	  4.20 	12.53 	  4.55
 6.39 	  5.42 	 2.14 	 -6.61 	 -15.59 	16.08 	  4.92 	10.67 	  4.84
31.42 	  5.50 	 2.21 	 -6.65 	 -14.60 	25.31 	  5.25 	17.56 	  5.05
13.27 	  6.48 	 2.27 	 -6.67 	 -13.89 	18.11 	  5.98 	16.37 	  5.53
-13.22 	  6.48 	 2.29 	 -6.72 	 -13.18 	-0.68 	  6.26 	 6.91 	  5.84
-17.49 	  2.88 	 2.29 	 -6.75 	 -12.46 	-10.76 	  4.22 	-0.97 	  4.89
-23.54 	  4.32 	 2.34 	 -6.82 	 -12.08 	-18.41 	  4.25 	-8.31 	  4.68
-0.26 	  4.14 	 2.32 	 -6.80 	 -12.02 	-7.53 	  4.19 	-5.80 	  4.55
-45.41 	 -4.38 	 2.36 	 -6.93 	 -12.00 	-30.24 	 -1.00 	-18.72 	  1.58
-10.96 	  6.17 	 2.17 	 -6.93 	 -11.93 	-18.75 	  3.30 	-16.52 	  3.07
-3.50 	 11.36 	 2.21 	 -6.96 	 -12.02 	-9.58 	  8.12 	-12.42 	  5.75
14.09 	 11.13 	 2.25 	 -6.99 	 -14.06 	 4.64 	  9.91 	-3.89 	  7.52
44.24 	 -5.65 	 2.31 	 -7.04 	 -15.21 	28.43 	  0.55 	11.78 	  3.25
18.94 	 10.43 	 2.34 	 -7.05 	 -15.21 	22.74 	  6.48 	14.24 	  5.59
25.95 	  3.29 	 2.36 	 -7.12 	 -14.87 	24.68 	  4.54 	18.20 	  4.83
27.97 	  3.54 	 2.40 	 -7.18 	 -14.19 	26.67 	  3.92 	21.58 	  4.40
-14.39 	  6.31 	 2.45 	 -7.22 	 -14.12 	 2.05 	  5.34 	10.10 	  5.02
-21.53 	  7.04 	 2.45 	 -7.31 	 -13.46 	-12.10 	  6.32 	-0.10 	  5.64
-27.41 	  3.44 	 2.51 	 -7.27 	 -13.12 	-21.26 	  4.61 	-8.96 	  4.99
-1.27 	  4.30 	 2.36 	 -7.75 	 -13.10 	-9.32 	  4.23 	-6.66 	  4.47
-33.04 	  6.31 	 2.28 	 -7.76 	 -12.43 	-23.59 	  5.48 	-15.37 	  5.09
-2.76 	  7.25 	 2.17 	 -7.73 	 -12.52 	-11.14 	  6.55 	-11.51 	  5.84
-6.71 	 14.95 	 2.19 	 -7.75 	 -12.64 	-8.47 	 11.58 	-10.05 	  8.83
12.53 	  5.08 	 2.19 	 -7.80 	 -13.92 	 4.13 	  7.66 	-2.80 	  7.65
16.05 	  4.81 	 2.21 	 -7.86 	 -14.47 	11.29 	  5.92 	 3.32 	  6.74
38.97 	  5.33 	 2.27 	 -7.86 	 -14.99 	27.92 	  5.57 	15.00 	  6.33
22.83 	  1.51 	 2.30 	 -7.90 	 -14.32 	24.88 	  3.12 	17.71 	  4.77
 5.24 	  3.00 	 2.34 	 -7.86 	 -13.99 	13.11 	  3.06 	13.84 	  4.25
